image_path,defect_class,has_defect,dataset_source
data\raw\drone_positive\drone_image_0018_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0020_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0020_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0020_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0023_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0023_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0023_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0025_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0025_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0025_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0027_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0027_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0027_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0028_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0028_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0028_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0032_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0032_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0032_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0034_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0034_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0034_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0035_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0035_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0035_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0036_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0036_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0036_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0037_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0037_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0037_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0041_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0041_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0041_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0042_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0042_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0042_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0043_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0043_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0043_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0045_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0045_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0045_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0046_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0046_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0046_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0047_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0047_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0047_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0049_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0049_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0049_3.png,Crack,True,drone_inspection
